,Job Profile,Company,ExperienceRequired,AvgSalary,MinSalary,MaxSalary
2768,Area Sales Manager,max-healthcare,0-7,"7,57,669",5.0,10.2
2769,Commercial Assistant,max-healthcare,5-12,"4,76,640",2.0,7.0
2770,Area Manager,ags-health,10-22,"7,00,471",2.4,9.5
2771,Territory Executive,ags-health,8-22,"6,74,814",,
2772,Production Supervisor,ags-health,0-11,"8,44,111",4.3,11.0
2773,Regional Sales Manager,ags-health,1-10,"6,66,824",4.5,8.5
2774,Customer Executive,ags-health,0-11,"13,26,745",6.0,19.3
2775,Sales Executive,ags-health,2-10,"2,16,219",1.4,3.2
2776,Deputy Manager,ags-health,1-12,"12,53,125",5.0,19.0
2777,Area Sales Incharge,ags-health,1-12,"5,80,704",3.3,8.0
2778,Area Sales Manager,ags-health,8-15,"2,19,741",,
2779,PSR,ags-health,0-8,"23,02,794",6.3,36.5
2780,Sales Officer,mankind-pharma,10-18,"6,26,933",1.8,12.0
2781,Marketing Executive,mankind-pharma,1-11,"2,79,005",1.0,8.0
2782,Executive Manager,mankind-pharma,0-5,"11,10,350",7.0,15.0
2783,Sales Manager,mankind-pharma,11-18,"11,18,308",7.4,14.0
2784,Team Lead,mankind-pharma,1-13,"15,75,774",,
2785,City Manager,mankind-pharma,0-9,"2,12,898",1.0,3.2
2786,Sales Executive,mankind-pharma,4-9,"3,99,510",1.8,7.3
2787,Team Lead Operations,mankind-pharma,6-15,"3,66,696",,
2788,Area Sales Manager,mankind-pharma,3-15,"39,18,695",30.0,50.0
2789,Area Manager,mankind-pharma,0-6,"15,44,691",1.9,60.0
2790,Supervisor,capgemini-engineering,1-9,"3,81,074",1.8,6.1
2791,Procurement Executive,capgemini-engineering,1-12,"6,84,289",3.0,10.0
2792,Process Associate,capgemini-engineering,10-15,"2,75,266",,
2793,City Sales Manager,capgemini-engineering,2-19,"3,82,342",2.2,5.0
2794,Assistant Engineer,capgemini-engineering,0-12,"17,10,505",8.6,24.1
2795,Junior Engineer,capgemini-engineering,3-16,"7,47,901",3.0,11.0
2796,Deputy Manager,capgemini-engineering,0-8,"2,35,684",,
2797,Process Engineer,capgemini-engineering,3-11,"3,62,269",2.1,4.5
2798,Mechanical Engineer,capgemini-engineering,9-20,"2,06,514",1.2,3.5
2799,Senior Engineer,capgemini-engineering,5-15,"6,36,468",2.8,8.8
2800,Officer,zensar-technologies,1-6,"4,76,944",2.4,6.4
2801,Production Engineer,zensar-technologies,1-7,"4,14,708",2.2,5.7
2802,Electrical Engineer,zensar-technologies,0-5,"10,84,782",5.0,19.0
2803,Deputy Engineer,zensar-technologies,5-12,"5,15,650",3.2,7.8
2804,Officer,zensar-technologies,1-10,"4,42,889",1.1,7.8
2805,Senior Officer,zensar-technologies,1-7,"6,92,656",4.1,9.6
2806,Assistant Officer,zensar-technologies,8-16,"6,21,674",3.0,8.7
2807,Research Associate,zensar-technologies,2-6,"5,58,753",3.2,6.9
2808,Senior Research Associate,zensar-technologies,1-8,"5,37,937",2.5,7.7
2809,Executive Assistant,zensar-technologies,5-11,"5,92,829",3.8,7.3
2810,Sales Officer,tata-technologies,3-12,"4,00,778",1.6,6.4
2811,Medical Representative,tata-technologies,2-7,"5,67,576",2.8,8.7
2812,Area Sales Manager,tata-technologies,1-10,"2,75,370",1.6,4.5
2813,Regional Sales Manager,tata-technologies,4-13,"3,89,178",2.3,6.0
2814,R&D Engineer,tata-technologies,2-8,"5,56,805",3.4,7.7
2815,Technical Lead,tata-technologies,5-10,"7,62,671",4.0,10.5
2816,Project Engineer,tata-technologies,1-5,"3,00,231",1.4,4.5
2817,Network Engineer,tata-technologies,1-7,"3,10,072",1.8,4.3
2818,Solution Specialist,tata-technologies,4-9,"6,17,112",3.5,8.5
2819,Fault Management Engineer,tata-technologies,7-13,"10,95,991",6.5,13.1
2820,Solution Engineer,square-yards,0-5,"11,91,774",6.0,20.6
2821,Technical Specialist,square-yards,0-6,"16,96,058",6.1,30.0
2822,Senior Engineer,square-yards,5-12,"3,60,917",2.4,4.8
2823,Network Engineer,square-yards,11-20,"3,85,585",1.6,8.0
2824,Senior Network Engineer,square-yards,1-8,"14,98,267",5.7,20.0
2825,Team Lead,square-yards,2-11,"3,87,039",1.8,8.0
2826,Sales Executive,square-yards,2-7,"7,27,606",6.0,8.7
2827,NOC Engineer,square-yards,1-6,"9,20,762",6.0,12.0
2828,Customer Care Executive,square-yards,5-12,"18,55,900",12.0,27.0
2829,Customer Service Executive,square-yards,1-7,"6,30,005",3.4,10.1
2830,Senior Sales Executive,bajaj-allianz-general-insurance,0-2,"3,40,846",1.1,6.0
2831,Software Engineer,bajaj-allianz-general-insurance,1-6,"3,87,148",2.1,5.5
2832,Deputy Manager,bajaj-allianz-general-insurance,6-12,"5,61,877",3.1,7.5
2833,LIC Agent,bajaj-allianz-general-insurance,2-8,"3,29,596",2.2,4.3
2834,Insurance Adviser,bajaj-allianz-general-insurance,0-9,"3,62,447",1.8,5.8
2835,Development Officer,bajaj-allianz-general-insurance,2-9,"2,71,557",1.6,4.5
2836,Agent,bajaj-allianz-general-insurance,5-15,"2,68,533",1.2,3.9
2837,LIC Advisor,bajaj-allianz-general-insurance,1-8,"3,97,484",2.3,5.5
2838,Office Assistant,bajaj-allianz-general-insurance,0-6,"5,05,444",2.1,7.5
2839,Financial Advisor,bajaj-allianz-general-insurance,2-6,"11,32,881",7.2,15.6
2840,Computer Operator,fortis-healthcare,0-6,"3,17,035",,
2841,Sales Executive,fortis-healthcare,4-8,"3,27,130",,
2842,Life Insurance Advisor,fortis-healthcare,1-3,"10,68,050",2.6,20.0
2843,Assistant Officer,fortis-healthcare,9-16,"2,79,145",,
2844,Deputy Manager,fortis-healthcare,0-20,"3,03,639",,
2845,Officer,fortis-healthcare,1-12,"1,42,206",,
2846,Senior Engineer,fortis-healthcare,1-31,"2,71,494",1.0,8.3
2847,Junior Officer,fortis-healthcare,1-15,"2,15,084",,
2848,Senior Officer,fortis-healthcare,1-20,"2,39,384",1.0,6.0
2849,Senior Assistant,fortis-healthcare,0-6,"2,61,074",1.0,6.0
2850,Sales Officer,landmark-group,1-8,"4,76,828",2.0,8.0
2851,Electrical Engineer,landmark-group,1-10,"14,06,487",7.1,19.0
2852,Mechanical Engineer,landmark-group,1-4,"6,49,607",2.1,9.0
2853,Branch Manager,landmark-group,1-5,"7,46,074",4.0,11.0
2854,Customer Service Executive,landmark-group,1-12,"4,33,941",2.2,6.6
2855,Area Head,landmark-group,9-18,"8,12,614",4.8,12.0
2856,Field Sales Manager,landmark-group,4-16,"3,57,943",2.1,4.9
2857,Sales Manager,landmark-group,4-13,"3,42,193",1.5,6.8
2858,Relationship Manager,landmark-group,1-13,"4,72,793",2.5,8.2
2859,Sales Executive,landmark-group,5-15,"4,36,924",2.7,8.0
2860,Assistant Branch Manager,nestle,1-11,"5,21,148",2.8,8.1
2861,Agency Manager,nestle,1-7,"1,76,451",,
2862,Senior Lead,nestle,1-10,"8,62,244",4.7,17.0
2863,Process Associate,nestle,3-7,"3,71,568",2.1,4.8
2864,Field Engineer,nestle,3-12,"3,93,694",2.0,5.3
2865,Senior Software Engineer,nestle,0-5,"3,61,865",2.3,6.2
2866,Software Engineer,nestle,6-15,"2,55,746",1.2,4.3
2867,Diploma Trainee Engineer,nestle,0-8,"3,68,028",2.1,4.8
2868,Associate Officer,nestle,2-11,"3,46,474",2.8,4.3
2869,Deputy Manager,nestle,0-7,"3,80,396",2.7,4.9
2870,Technical Lead,blue-dart-express,0-8,"3,44,614",2.0,5.1
2871,System Engineer,blue-dart-express,0-3,"4,36,573",2.4,6.0
2872,Senior Systems Engineer,blue-dart-express,0-10,"9,83,324",5.2,17.0
2873,Senior Engineer,blue-dart-express,1-10,"7,12,177",3.2,13.0
2874,AC Technician,blue-dart-express,1-7,"2,09,484",1.5,2.8
2875,Deputy Manager,blue-dart-express,2-8,"4,92,730",3.2,6.5
2876,Safety Officer,blue-dart-express,3-7,"14,23,161",7.9,25.0
2877,Hvac Technician,blue-dart-express,0-5,"17,36,178",7.9,24.1
2878,Project Engineer,blue-dart-express,0-3,"5,52,120",2.4,7.8
2879,Hvac Engineer,blue-dart-express,4-10,"8,40,950",4.4,11.5
2880,Hvac Site Engineer,birla-sun-life-insurance,5-17,"6,56,752",3.2,9.8
2881,Site Engineer,birla-sun-life-insurance,5-10,"1,94,030",,
2882,Service Engineer,birla-sun-life-insurance,0-4,"15,36,558",9.3,22.7
2883,Territory Executive,birla-sun-life-insurance,3-9,"4,03,710",1.2,5.4
2884,Junior Officer,birla-sun-life-insurance,3-8,"1,95,739",,
2885,Junior Executive,birla-sun-life-insurance,0-7,"5,01,531",2.0,7.2
2886,Officer,birla-sun-life-insurance,7-14,"3,85,746",1.2,13.0
2887,Medical Representative,birla-sun-life-insurance,2-9,"3,80,374",1.7,6.0
2888,Assistant Officer,birla-sun-life-insurance,1-6,"3,93,269",1.3,6.0
2889,Senior Territory Executive,birla-sun-life-insurance,2-10,"3,39,845",1.0,6.0
2890,Deputy Manager,ola-cabs,0-8,"5,79,081",2.3,8.5
2891,Junior Associate,ola-cabs,1-7,"2,49,957",1.5,3.6
2892,Product Specialist,ola-cabs,3-7,"4,70,504",2.7,7.2
2893,Deputy Manager,ola-cabs,1-6,"3,67,791",2.0,6.5
2894,Applications Engineer,ola-cabs,2-12,"3,93,376",1.1,6.7
2895,Senior Design Engineer,ola-cabs,1-5,"3,67,923",2.3,4.2
2896,Design Engineer,ola-cabs,3-11,"8,31,832",4.5,10.3
2897,Project Engineer,ola-cabs,3-8,"12,81,968",8.6,18.0
2898,Analyst,ola-cabs,1-10,"2,38,796",2.0,3.4
2899,Senior Software Engineer,ola-cabs,3-7,"5,52,120",3.1,7.5
2900,Senior Analyst,fiserv,9-16,"9,69,737",7.0,12.5
2901,Technical Lead,fiserv,8-16,"7,72,915",3.2,12.0
2902,Service Engineer,fiserv,0-4,"6,13,667",4.0,10.0
2903,PRT Teacher,fiserv,3-13,"6,41,851",3.3,10.0
2904,School Teacher,fiserv,6-14,"6,02,614",3.0,10.0
2905,PGT Teacher,fiserv,3-10,"4,78,655",2.5,7.0
2906,Primary Teacher,fiserv,1-8,"15,78,409",6.7,25.5
2907,Principal,fiserv,4-9,"6,52,514",3.9,9.5
2908,English Teacher,fiserv,4-12,"21,16,379",11.0,32.0
2909,TGT English Teacher,fiserv,0-8,"4,52,019",2.2,8.0
2910,Assistant Teacher,igt-solutions,5-9,"4,15,938",1.2,8.9
2911,Physical Education Teacher,igt-solutions,3-10,"3,05,222",,
2912,TGT Science Teacher,igt-solutions,8-15,"5,27,306",1.8,10.0
2913,Customer Service Specialist,igt-solutions,4-10,"3,42,905",1.0,7.5
2914,Assistant Department Manager,igt-solutions,2-12,"16,19,165",5.4,30.5
2915,Customer Service Executive,igt-solutions,3-6,"3,87,288",1.5,7.0
2916,Sales Executive,igt-solutions,1-18,"3,96,763",2.0,7.0
2917,Store Manager,igt-solutions,3-9,"3,16,770",,
2918,Back Dock Controller,igt-solutions,14-25,"4,22,952",2.0,7.5
2919,Cashier,igt-solutions,1-10,"4,51,089",2.0,9.2
2920,Assistant Store Manager,hdfc-sales,1-13,"2,39,417",1.2,4.3
2921,Department Manager,hdfc-sales,0-10,"4,10,847",2.1,6.0
2922,Customer Service Associate,hdfc-sales,1-8,"2,61,154",1.3,4.4
2923,Territory Manager,hdfc-sales,2-18,"2,46,429",1.0,5.1
2924,Field Officer,hdfc-sales,0-7,"10,84,715",5.8,15.0
2925,Sales Collection Executive,hdfc-sales,2-14,"2,49,851",1.5,3.3
2926,Collections Executive,hdfc-sales,0-7,"2,39,486",1.3,3.6
2927,Sales Executive,hdfc-sales,0-8,"6,27,449",4.5,8.0
2928,Territory Collection Manager,hdfc-sales,8-17,"4,02,806",2.4,6.1
2929,Territory Sales Manager,hdfc-sales,0-8,"2,60,785",1.2,3.9
2930,Field Collection Executive,societe-generale,2-7,"5,40,759",2.5,7.8
2931,Finance Executive,societe-generale,8-14,"2,36,075",,
2932,Deputy Manager,societe-generale,5-12,"2,54,073",,
2933,Territory Manager,societe-generale,1-7,"2,30,092",,
2934,Territory Sales Manager,societe-generale,0-15,"2,34,358",,
2935,Area Sales Manager,societe-generale,0-8,"4,90,943",3.1,6.6
2936,Deputy Manager,societe-generale,0-8,"5,72,904",2.3,7.8
2937,Sales Executive,societe-generale,0-7,"2,09,603",,
2938,Marketing Executive,societe-generale,0-7,"2,35,783",,
2939,Design Engineer,societe-generale,3-11,"8,91,887",3.4,14.0
2940,Executive Production,blackbuck,4-13,"8,17,058",3.3,14.0
2941,Production Engineer,blackbuck,1-6,"8,39,033",3.5,14.0
2942,Executive Accountant,blackbuck,0-6,"15,90,041",5.8,25.0
2943,Graduate Apprentice Trainee,blackbuck,1-12,"11,58,559",7.7,16.6
2944,Senior Engineer,blackbuck,2-14,"2,49,218",1.2,4.3
2945,Junior Engineer,blackbuck,3-14,"4,67,219",1.8,7.4
2946,Assistant Engineer,blackbuck,9-18,"3,21,471",1.1,7.0
2947,Deputy Manager,blackbuck,10-16,"4,14,634",1.3,7.0
2948,Production Engineer,blackbuck,0-5,"3,35,506",1.2,8.3
2949,Team Lead,blackbuck,1-9,"3,35,882",1.5,5.5
2950,Trainee,future-retail,0-6,"1,58,084",,
2951,Technician,future-retail,1-6,"9,51,657",6.1,12.5
2952,Design Engineer,future-retail,1-8,"4,20,564",2.0,6.6
2953,Senior Engineer,future-retail,2-10,"6,47,945",4.3,9.0
2954,Deputy Manager,future-retail,0-2,"15,29,279",11.0,20.0
2955,Field Officer,future-retail,6-19,"5,39,839",1.0,10.9
2956,Territory Manager,future-retail,3-10,"2,87,223",1.6,6.0
2957,Assistant Engineer,future-retail,6-16,"1,78,210",1.0,3.5
2958,Technician,future-retail,10-22,"5,62,706",,
2959,Chief Manager,future-retail,1-14,"5,75,973",3.3,9.0
2960,Senior Territory Manager,nokia,1-7,"4,23,729",2.0,7.1
2961,Territory Sales Manager,nokia,0-4,"9,03,303",5.0,13.0
2962,Senior Officer,nokia,9-14,"3,47,762",2.0,5.4
2963,Senior Software Engineer,nokia,2-7,"5,29,529",3.0,7.0
2964,Software Engineer,nokia,1-9,"2,31,149",1.6,3.2
2965,Technical Lead,nokia,5-16,"1,85,074",1.1,4.3
2966,Module Lead,nokia,0-5,"19,27,548",12.0,25.0
2967,Data Engineer,nokia,3-5,"7,64,544",4.6,9.4
2968,Senior Engineer,nokia,1-5,"5,70,319",3.5,7.5
2969,Software Engineering Specialist,nokia,1-9,"2,24,275",,
2970,Senior Specialist,i-process-services,13-22,"10,07,818",4.2,23.0
2971,Senior Data Engineer,i-process-services,6-9,"5,09,676",2.5,8.4
2972,Technical Specialist,i-process-services,2-7,"20,53,195",9.0,32.0
2973,Officer,i-process-services,0-7,"14,65,926",7.0,22.0
2974,Production Officer,i-process-services,1-7,"5,04,805",3.0,10.0
2975,Territory Manager,i-process-services,0-4,"8,13,295",4.3,16.0
2976,Area Business Manager,i-process-services,6-15,"16,86,395",8.0,28.4
2977,Executive Production,i-process-services,4-10,"23,70,072",10.0,36.0
2978,Regional Manager,i-process-services,0-3,"10,12,475",5.0,20.0
2979,Technical Assistant,i-process-services,1-8,"12,49,239",6.0,19.0
2980,QC Officer,lifestyle,4-11,"4,08,028",1.7,6.6
2981,Quality Control Officer,lifestyle,8-16,"4,60,802",2.3,7.0
2982,Senior Research Fellow,lifestyle,1-6,"3,78,546",2.0,5.7
2983,Sales Executive,lifestyle,4-11,"6,17,551",3.0,9.1
2984,Software Engineer,lifestyle,1-8,"7,18,208",4.6,9.6
2985,Samsung experience Consultant,lifestyle,1-10,"7,38,239",4.5,9.8
2986,Lead Engineer,lifestyle,0-9,"2,47,925",1.1,4.2
2987,Area Business Manager,lifestyle,5-13,"3,81,760",2.5,5.8
2988,Area Sales Manager,lifestyle,6-15,"3,98,027",2.5,5.6
2989,Sales Manager,lifestyle,6-16,"5,58,568",3.9,8.1
2990,Software Developer,voltas,0-5,"2,93,215",,
2991,Regional Sales Officer,voltas,1-7,"13,19,950",6.0,23.0
2992,Senior Associate,voltas,0-8,"2,95,803",,
2993,Clinical Documentation Specialist,voltas,4-8,"13,95,210",8.0,20.0
2994,Revenue Cycle Representative,voltas,2-10,"20,31,103",11.5,27.0
2995,Clinical Data Analyst,voltas,0-4,"12,42,099",3.3,25.0
2996,Senior Associate,voltas,3-9,"9,88,925",1.1,39.1
2997,Clinical Associate,voltas,5-11,"13,60,469",7.3,23.0
2998,Revenue Cycle Officer,voltas,1-14,"6,20,538",3.0,8.8
2999,Team Manager,voltas,5-14,"5,66,415",3.0,10.8
3000,Revenue Cycle Executive,eureka-forbes,4-15,"5,85,354",3.4,7.2
3001,Quality Expert,eureka-forbes,0-4,"2,71,940",1.0,4.8
3002,Medical Coder,eureka-forbes,6-11,"2,35,179",1.2,3.5
3003,Software Engineer,eureka-forbes,1-8,"2,82,965",1.1,5.2
3004,Senior Software Engineer,eureka-forbes,0-9,"4,47,042",1.9,6.5
3005,Technical Lead,eureka-forbes,0-3,"3,57,131",1.9,5.5
3006,Software Developer,eureka-forbes,0-5,"6,24,052",3.2,9.5
3007,Associate Software Engineer,eureka-forbes,1-5,"3,08,958",1.5,5.6
3008,Softwaretest Engineer,eureka-forbes,1-7,"5,06,831",2.3,7.5
3009,Team Lead,eureka-forbes,1-7,"3,60,058",2.3,6.0
3010,Customer Service Associate,state-street-corporation,2-10,"6,54,510",1.7,15.5
3011,Customer Care Executive,state-street-corporation,0-8,"11,64,536",,
3012,Devops Engineer,state-street-corporation,2-10,"17,97,590",4.4,34.0
3013,Junior Engineer,state-street-corporation,0-5,"7,28,773",2.0,20.0
3014,Production Engineer,state-street-corporation,0-8,"4,49,751",1.7,9.6
3015,Diploma Trainee Engineer,state-street-corporation,2-11,"5,53,291",1.8,12.0
3016,Quality Engineer,state-street-corporation,5-16,"9,83,362",,
3017,Senior Engineer,state-street-corporation,1-7,"2,58,081",,
3018,Quality Inspector,state-street-corporation,0-6,"2,48,876",,
3019,Design Engineer,state-street-corporation,1-6,"7,14,189",1.2,17.0
3020,Operator,rivigo,1-16,"3,37,753",1.3,5.1
3021,Deputy Manager,rivigo,0-9,"3,42,653",1.2,6.2
3022,Production Supervisor,rivigo,0-8,"1,88,714",1.1,2.5
3023,Supervisor,rivigo,1-7,"2,75,099",1.0,5.5
3024,Operations Executive,rivigo,1-8,"6,49,333",3.8,9.0
3025,Cluster Manager,rivigo,0-8,"2,17,481",,
3026,Junior Executive,rivigo,0-3,"3,71,460",1.6,8.2
3027,Delivery Boy,rivigo,0-6,"1,51,399",,
3028,Senior Executive Operations,rivigo,5-12,"11,87,001",7.1,16.0
3029,Logistics Executive,rivigo,0-4,"3,78,156",1.5,7.3
3030,Operation Supervisor,jmc-projects,0-6,"2,13,108",,
3031,Desktop Support Engineer,jmc-projects,0-3,"3,34,399",1.4,5.2
3032,Software Developer,jmc-projects,9-14,"4,50,436",2.7,6.0
3033,Duty Manager,jmc-projects,2-11,"2,66,001",1.5,3.6
3034,Duty Officer,jmc-projects,0-6,"1,86,676",,
3035,Entertainment Service Provider,jmc-projects,0-9,"4,33,039",2.5,5.3
3036,Human Resource Business Associate,jmc-projects,3-10,"2,89,633",1.0,4.2
3037,IT Administrator,jmc-projects,1-4,"2,36,830",1.5,3.6
3038,Store Keeper,jmc-projects,0-4,"3,40,309",1.8,4.1
3039,Guest Relation Executive,jmc-projects,1-10,"6,38,669",2.6,11.2
3040,Guest Relation Associate,uno-minda,0-8,"3,76,094",1.8,5.5
3041,Executive Accountant,uno-minda,1-5,"2,67,857",,
3042,Housekeeping Executive,uno-minda,1-7,"1,60,969",,
3043,Technical Lead,uno-minda,1-6,"3,06,637",2.0,4.5
3044,Software Engineer,uno-minda,2-12,"3,58,781",2.1,4.5
3045,Senior Analyst,uno-minda,0-6,"2,44,432",1.2,4.0
3046,Senior Specialist,uno-minda,0-4,"3,13,949",1.0,6.0
3047,Senior Software Engineer,uno-minda,0-4,"2,56,232",,
3048,Lead Engineer,uno-minda,2-8,"3,54,139",2.0,4.6
3049,Analyst,uno-minda,1-6,"3,37,979",1.9,4.1
3050,Technical Specialist,the-himalaya-drug-company,0-6,"12,73,160",6.8,20.0
3051,Senior Associate,the-himalaya-drug-company,0-4,"4,69,005",2.0,9.2
3052,Network Engineer,the-himalaya-drug-company,5-11,"4,70,749",2.6,8.0
3053,Associate Consultant,the-himalaya-drug-company,2-11,"8,63,275",5.0,15.3
3054,Executive Accountant,the-himalaya-drug-company,6-13,"8,96,591",3.0,15.5
3055,Senior Consultant,the-himalaya-drug-company,1-6,"7,94,704",4.0,14.0
3056,Software Developer,the-himalaya-drug-company,3-7,"3,12,797",1.8,6.3
3057,Trainee,the-himalaya-drug-company,3-10,"12,12,305",6.4,18.5
3058,Senior Software Engineer,the-himalaya-drug-company,5-8,"2,70,289",1.6,4.3
3059,Team Lead,the-himalaya-drug-company,4-9,"2,61,948",,
3060,Software Engineer,extramarks-education,0-5,"7,79,124",1.8,16.0
3061,Data Entry Operator,extramarks-education,5-13,"2,41,685",1.1,3.7
3062,Back Office Executive,extramarks-education,1-8,"16,24,861",5.0,28.3
3063,Sales Executive,extramarks-education,0-7,"8,16,423",2.0,18.5
3064,Marketing Executive,extramarks-education,2-6,"2,29,182",,
3065,Computer Operator,extramarks-education,1-7,"12,78,237",3.0,20.0
3066,Sales Manager,extramarks-education,5-11,"4,92,115",1.5,10.0
3067,Salesman,extramarks-education,1-7,"8,66,096",3.1,16.0
3068,Marketing Manager,extramarks-education,0-2,"2,10,337",,
3069,Branch Manager,extramarks-education,3-8,"2,15,363",,
3070,Sales Coordinator,micro-labs,5-15,"2,94,353",,
3071,Senior Sales Executive,micro-labs,3-5,"1,99,845",,
3072,Supervisor,micro-labs,0-5,"3,12,463",1.8,4.6
3073,Deputy Manager,micro-labs,0-5,"3,22,816",1.9,5.0
3074,Graduate Apprentice Trainee,micro-labs,0-9,"2,92,011",,
3075,Senior Engineer,micro-labs,0-3,"2,95,336",2.2,4.3
3076,Trainee,micro-labs,0-8,"4,72,713",2.0,14.0
3077,Safety Officer,micro-labs,1-8,"1,66,837",1.0,3.5
3078,Deputy Engineer,micro-labs,1-8,"4,25,293",2.5,5.5
3079,Apprentice,micro-labs,2-7,"2,81,257",2.1,4.5
3080,Assistant Engineer,radisson-hotels,2-14,"22,28,597",10.5,30.0
3081,Deputy General Manager,radisson-hotels,0-2,"1,37,800",,
3082,Field Support Engineer,radisson-hotels,3-12,"14,14,140",5.5,24.0
3083,MIS Executive,radisson-hotels,2-8,"2,38,538",,
3084,TOC Engineer,radisson-hotels,10-15,"3,70,584",1.9,7.9
3085,Survelliance Engineer,radisson-hotels,0-3,"1,32,171",,
3086,Quality Engineer,radisson-hotels,5-11,"11,07,980",5.1,16.0
3087,Technician,radisson-hotels,0-3,"1,27,435",,
3088,Project Manager,radisson-hotels,1-8,"6,09,004",2.4,12.5
3089,Site Acquisition Executive,radisson-hotels,0-2,"34,08,613",14.0,45.0
3090,Field Service Engineer,g4s,10-14,"4,79,853",2.3,6.9
3091,Project Coordinator,g4s,1-2,"3,14,287",1.2,5.0
3092,Store Manager,g4s,2-10,"3,02,963",1.5,5.0
3093,Area Sales Manager,g4s,18-27,"2,51,952",,
3094,Retail Store Manager,g4s,1-10,"4,47,023",2.0,7.0
3095,Sales Executive,g4s,0-8,"2,62,421",1.0,4.5
3096,Territory Sales Manager,g4s,0-6,"12,09,887",6.3,24.2
3097,Deputy Manager,g4s,0-7,"3,89,401",2.7,5.4
3098,Assistant Store Manager,g4s,3-8,"4,31,753",3.0,6.5
3099,Sales Officer,g4s,1-12,"4,18,397",2.2,6.2
3100,Senior Fashion Consultant,tata-teleservices,8-18,"4,73,188",1.8,8.5
3101,Customer Relation Officer,tata-teleservices,3-10,"10,31,270",4.1,22.0
3102,Assistant Store Manager,tata-teleservices,0-8,"5,13,909",2.0,10.3
3103,Store Manager,tata-teleservices,2-10,"2,62,574",,
3104,Floor Manager,tata-teleservices,5-14,"9,02,084",4.5,14.0
3105,Head Cashier,tata-teleservices,6-18,"11,39,221",6.8,16.0
3106,Retail Store Manager,tata-teleservices,5-15,"3,72,658",2.0,6.8
3107,Cashier,tata-teleservices,0-9,"3,59,130",,
3108,Visual Merchandiser,tata-teleservices,7-14,"3,20,108",2.1,4.3
3109,Customer Service Associate,tata-teleservices,10-23,"2,62,041",,
3110,Regional Manager,tvs-supply-chain-solutions,2-10,"3,11,787",1.6,5.0
3111,Sales Executive,tvs-supply-chain-solutions,4-11,"5,23,160",2.9,7.0
3112,Growth Officer,tvs-supply-chain-solutions,2-10,"1,86,772",,
3113,Area Growth Manager,tvs-supply-chain-solutions,1-8,"1,89,838",,
3114,Sales Officer,tvs-supply-chain-solutions,2-10,"5,36,359",3.0,6.8
3115,Business Development Executive,tvs-supply-chain-solutions,5-16,"1,49,861",,
